mapSize(8, 8)
start{x=1,y=1}
loadBG{
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0}
}
loadFG{
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0}
}
loadOBJ{
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0}
}
loadWall{
  {0,0,0,0,68,73,73,53},
  {0,0,0,0,36,44,49,30},
  {0,0,0,0,0,0,26,30},
  {0,0,0,0,0,0,126,30},
  {0,0,0,0,0,0,26,30},
  {0,0,0,0,0,0,118,30},
  {0,0,0,0,36,44,51,30},
  {0,0,0,0,68,75,75,55}
}
loadCollision{
  {0,0,0,0,1,1,1,1},
  {0,0,0,0,1,1,1,1},
  {0,0,0,0,0,0,1,1},
  {0,0,0,0,0,0,1,1},
  {0,0,0,0,0,0,1,1},
  {0,0,0,0,0,0,1,1},
  {0,0,0,0,1,1,1,1},
  {0,0,0,0,1,1,1,1}
}
