mapSize(32, 30, 40, 50)
imageFilename("tiles6_gapped.png")
start{x=12,y=28}
loadTiles{
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,13,13,16,16,22,0,0,0,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,15,15,15,15,21,0,50,11,0,0,0,0,8,14},
  {0,0,0,7,16,16,16,16,16,16,16,16,16,16,21,0,0,11,0,0,11,0,0,17,0,0,0,0,8,14},
  {0,0,0,2,0,0,0,0,0,0,0,11,0,0,11,0,0,17,0,0,17,0,0,17,0,1,0,0,8,14},
  {0,0,0,2,0,0,0,0,0,0,0,17,0,0,17,0,0,17,0,0,17,0,0,17,0,2,0,0,8,14},
  {0,0,0,2,0,0,0,0,0,0,0,12,0,0,17,0,0,17,0,0,17,0,0,17,0,2,0,0,8,14},
  {0,0,0,2,0,0,0,10,16,16,16,22,0,0,17,0,50,17,0,0,17,0,0,17,0,2,0,0,8,14},
  {0,0,0,2,0,0,0,0,0,11,0,11,0,0,17,0,0,17,0,0,17,0,0,17,0,2,0,0,8,14},
  {0,0,0,2,0,0,0,0,0,17,0,17,0,50,17,0,0,17,0,0,17,0,0,17,0,2,0,0,8,14},
  {0,0,0,2,0,0,0,0,48,17,50,17,0,0,17,0,0,17,0,0,17,0,0,17,0,2,0,0,8,14},
