mapSize(36, 25)
start{x=4,y=7}
loadBG{
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,6,10,10,10,10,10,6,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,23,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,16,24,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10},
  {81,89,97,8,1,9,9,9,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {82,90,98,106,2,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10},
  {83,91,99,107,2,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {60,92,100,108,2,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10},
  {0,93,0,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {60,68,76,84,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {61,69,77,85,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
  {62,70,78,86,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10},
