mapSize(10, 10)
start{x=4,y=9}
loadBG{
  {0,0,0,42,11,19,19,19,19,18},
  {0,0,0,0,0,0,0,0,0,10},
  {0,0,0,0,0,0,0,0,0,10},
  {0,0,0,0,0,0,63,0,0,10},
  {0,0,0,0,0,0,64,0,0,10},
  {0,0,0,0,0,0,0,0,0,10},
  {0,0,0,0,0,0,0,0,0,10},
  {0,0,0,0,0,0,0,0,0,10},
  {20,20,25,0,0,0,0,0,0,10},
  {0,0,2,0,0,0,0,0,34,10}
}
loadFG{
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0}
}
loadOBJ{
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0},
  {0,0,0,0,0,2,0,0,0,0},
  {0,0,0,0,0,0,0,0,0,0}
}
loadCollision{
  {0,0,0,0,1,1,1,1,1,1},
  {0,0,0,0,0,0,0,0,0,1},
  {0,0,0,0,0,0,0,0,0,1},
  {0,0,0,0,0,0,0,0,0,1},
  {0,0,0,0,0,0,0,0,0,1},
  {0,0,0,0,0,0,0,0,0,1},
  {0,0,0,0,0,0,0,0,0,1},
  {0,0,0,0,0,0,0,0,0,1},
  {1,1,1,0,0,0,0,0,0,1},
  {0,0,1,0,0,0,0,0,0,1}
}
