BANDANA LEVEL
----------------------------------------
File created with Bandana level editor.
To play the level, put it into the 'userlevels'
subdirectory. To edit it, place this file into
the 'mylevels' directory.
MapFileVersion:1
Dimensions: 80,23

Author: micha
Description:

endDescription

Background:
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
endBackground

Ground:
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
----bbbbbbb--------------------------------------------------------------------
-------------------------------------------------------------------------------
-------------------------------------------------------------------------------
--------bbb--------------------------------------------------------------------
-------------------------------------------------------------------------------
-----cc------------------------------------------------------------------------
-----cc----------------------------------c-------------------------------------
cccccccccccccc-----------------------ccccc-----------------------------cccccccc
cccccccccccccc-----------------------ccccc-----------------------------cccccccc
cccccccccccccc11111111111111111111111ccccc-----------------------------cccccccc
cccccccccccccccccccccccccccccccccccccccccc-----------------------------cccccccc
cccccccccccccccccccccccccccccccccccccccccc-----------------------------cccccccc
cccccccccccccccccccccccccccccccccccccccccc-----------------------------cccccccc
cccccccccccccccccccccccccccccccccccccccccc-----------------------------cccccccc
endGround

BgObjects:
	1_1x5 38 14
	1_1x4 38 13
	1_0x5 37 14
	1_0x4 37 13
	1_4x11 9 7
	1_7x11 8 7
	1_5x13 7 7
	1_4x13 6 7
	1_3x13 5 7
	1_7x13 4 7
	1_4x10 9 6
	1_7x10 8 6
	1_5x12 7 6
	1_4x12 6 6
	1_3x12 5 6
	1_7x12 4 6
	1_7x8 10 5
	1_6x8 9 5
	1_5x8 8 5
	1_7x6 7 5
	1_5x8 6 5
	1_4x8 5 5
	1_3x8 4 5
	1_7x7 8 4
	1_3x9 7 4
	1_3x7 6 4
	1_4x11 9 9
	1_4x10 9 8
	1_4x11 9 11
	1_4x10 9 10
	1_4x11 9 13
	1_4x10 9 12
	1_4x10 9 14
	1_7x11 5 9
	1_7x10 5 8
	1_7x11 5 11
	1_7x10 5 10
	1_7x11 5 13
	1_7x10 5 12
	1_7x10 5 14
	1_7x13 4 9
	1_7x12 4 8
	1_7x13 4 11
	1_7x12 4 10
	1_7x13 4 13
	1_7x12 4 12
	1_7x12 4 14
	1_7x11 8 9
	1_7x10 8 8
	1_7x11 8 11
	1_7x10 8 10
	1_7x11 8 13
	1_7x10 8 12
	1_7x10 8 14
	1_5x13 7 9
	1_5x12 7 8
	1_5x13 7 11
	1_5x12 7 10
	1_5x13 7 14
	1_5x12 7 13
	1_7x15 6 8
	1_7x15 6 9
	1_7x15 6 10
	1_7x15 6 11
	1_7x15 6 12
	1_7x15 6 13
	1_7x15 6 14
	1_5x13 7 12
endBgObjects

Objects:
Obj:Exit
	x:76
	y:14
endObj
Obj:Player
	x:12
	y:14
	p:bandana=white
endObj
Obj:LineHook
	x:37
	y:13
endObj
Obj:LineHook
	x:7
	y:4
endObj
Obj:LineHook
	x:40
	y:11
endObj
Obj:LineHook
	x:55
	y:9
endObj
Obj:ParallaxConfig
	x:22
	y:21
	p:location=1
	p:color=blue
endObj
Obj:LineHook
	x:60
	y:10
endObj
Obj:LineHook
	x:71
	y:12
endObj
endObjects

