mapSize(36, 25, 40, 50)
imageFilename("tiles6_gapped.png")
start{x=3,y=21}
loadTiles{
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,15,15,14,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,67,67,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,14,14},
  {0,0,0,0,0,0,10,16,16,16,16,16,19,0,0,0,0,0,0,0,0,67,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,67,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,67,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,8,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,7,13,14,14},
  {0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,67,0,0,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,67,0,0,0,0,0,9,15,14,14},
  {0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,67,0,0,0,0,0,67,0,32,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,32,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,32,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,32,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,32,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,67,0,32,14},
  {0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,8,20,0,0,0,0,67,0,32,14},
  {0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,9,21,0,0,0,0,7,13,14,14},
  {0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,13,13,13,13,14,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14,14,14,14,14,14,14,14},
  {0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,15,14,14,14,14,14,14,14,14},
  {0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,14,14,14,14,14,14,14},
  {0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,14,14,14,14,14,14},
  {0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,9,14,14,14,14,14,14},
