mapSize(60, 45, 32)
imageFilename("tiles1.png")
loadTiles{
{29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,44,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,47,27,27,27,39,0,0,9,27,27,27,27,27,27,27,27,27,33,27,27,27,27,27,27,27,15,0,0,11,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,29,29,29,29,17,0,0,10,29,29,29,29,29,29,29,29,29,35,29,29,29,29,29,29,29,16,0,0,10,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,29,29,29,29,17,0,0,10,29,29,29,29,29,29,29,29,29,35,29,29,29,29,29,29,29,16,0,0,11,29,29,29,29,29,29,29,29,29,29,29},
  {29,29,29,29,29,29,29,29,29,17,0,0,10,29,29,29,29,29,29,29,29,29,35,29,29,29,29,29,29,29,16,0,0,10,29,29,29,29,29,29,29,29,29,29,29},
