mapSize(32, 37, 40, 50)
imageFilename("images/tiles6_gapped.png")
start{x=26,y=21}
loadTiles{
  {14,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14},
  {20,0,0,0,0,0,0,8,14,14,14,14,14,14,14,20,0,0,0,0,0,0,0,0,0,0,0,61,9,14,14,14,14,14,14,14,14},
  {20,0,0,0,0,57,0,8,14,14,14,14,14,14,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14,14,14,14,14},
  {20,0,0,0,0,0,0,8,14,14,14,14,14,14,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,14,14,14,14,14},
  {20,0,0,0,0,0,0,8,14,14,14,14,14,14,14,20,0,0,0,0,0,7,13,13,16,16,22,0,0,9,15,15,15,14,14,14,14},
  {20,0,0,0,0,0,0,9,39,39,39,39,14,14,14,21,0,0,0,0,0,9,14,20,0,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,54,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,63,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,63,0,0,32,14,44,0,0,0,0,0,0,0,32,20,54,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,63,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,54,0,0,63,0,62,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,63,0,1,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,14,16,22,0,0,0,2,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,62,0,3,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,54,0,0,62,0,63,0,0,0,32,14,14,14},
  {20,0,0,0,0,0,0,0,0,0,0,0,32,14,44,0,0,0,0,0,0,0,32,20,0,0,0,62,0,63,0,0,0,32,14,14,14},
