mapSize(45, 30, 32)
imageFilename("tiles1_neu.png")
start{x=7,y=7}
loadTiles{
  {8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
  {8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
  {8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
  {8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
  {8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
  {8,8,0,0,0,0,0,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
  {8,8,0,0,0,0,0,17,8,8,8,8,8,8,8,8,8,6,6,6,6,6,8,8,8,8,8,8,8,8},
  {8,8,0,0,0,0,0,17,8,8,8,8,8,8,8,8,8,0,0,0,0,0,8,8,8,8,8,8,8,8},
  {8,8,0,0,0,0,0,17,8,8,8,8,8,8,8,8,8,0,0,0,0,0,8,8,8,8,8,8,8,8},
  {8,8,0,0,0,0,0,17,8,8,8,8,8,8,8,8,8,0,0,0,0,0,8,8,8,8,8,8,8,8},
  {8,8,0,0,0,0,0,18,8,8,8,8,8,8,8,8,8,0,0,4,0,0,8,8,8,8,8,8,8,8},
  {8,8,4,0,0,0,0,0,17,8,8,8,8,8,8,8,8,0,0,8,0,0,8,8,8,8,8,8,8,8},
  {8,8,8,0,0,0,0,0,17,8,8,8,8,8,8,8,8,0,0,8,0,0,8,8,8,8,8,8,8,8},
  {8,8,8,0,0,0,0,0,17,8,8,8,8,8,8,8,8,0,0,8,0,0,8,8,8,8,8,8,8,8},
  {8,8,8,0,0,0,0,0,17,8,8,8,8,8,8,8,8,0,0,8,0,0,8,8,8,8,8,8,8,8},
  {8,8,8,0,0,0,0,0,18,8,8,8,8,8,8,8,8,0,0,8,0,0,8,8,8,8,8,8,8,8},
  {8,8,8,4,0,0,0,0,0,17,8,8,8,8,8,8,8,0,0,8,0,0,8,8,8,8,8,8,8,8},
